id,item_name,water,calories,calcium,carbs,cholesterol,iron,fiber,monounsaturated_fats,polyunsaturated_fats,potassium,proteins,saturated_fats,sodium,sugar,trans_fats,fats,vit_a,vit_c,vit_d,ala,found,Unnamed: 22
627,cranberry juice,88.6,49.5,9.5,12.215,0.0,0.13,0.05,0.0105,0.0305,45.0,0.135,0.0055,0.004,10.835,0.0,0.11,0.5,37.05,0.0,0.0,,
628,cranberry lemonade juice,87.13,54.0,0.0,13.52,0.0,0.18,0.0,0.019,0.059,14.0,0.0,0.009,0.002,11.87,0.0,0.1,0.0,42.6,0.0,0.0,,
629,cranberry orange sauce,60.3,236.588237,0.0,61.51294162,0.0,0.0,2.36588237,0.0,0.0,0.0,0.473176474,0.0,0.011829411849999999,54.41529451,0.0,0.0,0.0,14.19529422,0.0,0.0,,
630,cranberry peach juice,87.13,60.850884,0.0,15.212721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015212721,15.212721,0.0,0.0,0.0,33.90263537,0.0,0.0,,
631,cranberry raspberry juice,88.6,47.2975261,9.5,11.65438153,0.0,0.04,0.05,0.001,0.001,50.39876305,0.135,0.001,0.01023261178,10.89273548,0.0,0.06,0.5,31.86839197,0.0,0.0,,
632,cranberry sauce,58.45,150.9285715,1.5,38.77142857,0.0,0.205,1.264285715,0.0,0.0,14.0,0.45,0.0035,0.0275,28.01785715,0.0,0.075,0.0,0.0,0.0,0.0,,
633,cranberry strawberry juice,88.6,38.0,12.0,7.8,0.0,0.48,0.1,0.058,0.344,135.0,0.3,0.018,0.001,7.7,0.0,0.6,123.0,11.3,0.0,0.0,,
635,crawfish,82.24000000000001,77.0,27.0,0.0,114.0,0.84,0.0,0.174,0.293,302.0,15.97,0.159,0.058,0.0,0.0,0.95,16.0,1.2,0.0,0.0,,
637,cream,57.809999999999995,340.0,66.0,2.74,113.0,0.1,0.0,9.101,1.57,95.0,2.84,23.032,0.027,2.92,1.236,36.08,411.0,0.6,1.6,0.1231,cream,
638,cream cheese,71.87,346.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.5,0.00044,2.3,0.0,34.5,0.0,0.0,0.0,0.0388,,
639,cream cheese frosting,15.1,419.6212121,1.5,66.99333333,0.0,0.08,0.0,0.0,0.0,17.5,0.05,4.545227273,0.1788333334,63.58818182,0.0,17.74090909,0.0,0.0,0.0,0.0388,,
642,cream of asparagus soup,86.0,56.5,55.5,6.065,6.5,0.34,0.25,0.6775,0.8355,126.0,2.15,1.0305,0.415,0.0,0.0,2.73,145.0,1.3,0.0,0.0,,
650,cream of tartar,1.7000000000000002,258.0,8.0,61.5,0.0,3.72,0.2,0.0,0.0,16500.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
651,semolina porridge,11.08,360.0,711.0,73.19,0.0,33.39,4.2,0.15,0.627,153.0,11.6,0.232,0.124,0.56,0.002,1.41,0.0,0.0,0.0,0.0268,cream of wheat,
654,cream soda,86.7,51.0,5.0,13.3,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.012,13.3,0.0,0.0,0.0,0.0,0.0,0.0,,
659,creme caramel yogurt,85.1,99.0,138.0,18.64,5.0,0.06,0.0,0.316,0.033,177.0,3.98,0.742,0.053,18.64,0.0,1.15,40.0,0.6,0.0,0.0,,
660,creme fraiche,51.0029,396.6785715,66.71428572,1.21785,135.0000215,0.0393,0.0,0.0,0.0,42.0357,1.1782,26.13115,0.09764284286,1.18855,0.80535,41.31250715,1553.535715,21.68572143,0.5143,0.1513,creme fraiche,
661,cremini mushroom,92.12,22.0,18.0,4.3,0.0,0.4,0.6,0.002,0.042,448.0,2.5,0.014,0.006,1.72,0.0,0.1,0.0,0.0,0.1,0.0,,
662,creole seasoning,2.8590999999999998,93.2058,89.5411,19.9746,0.0,3.2552,6.8444,0.342,0.9943,417.526,3.8167,0.4258,26.948721799999998,1.6099,0.0,2.047,247.4822,7.2237,0.0,0.0225,creole seasoning,
665,croutons,3.5999999999999996,465.0,96.0,63.5,7.0,2.82,5.0,9.498,2.368,181.0,10.8,5.247,1.238,4.41,0.0,18.3,32.0,0.0,0.0,0.0,,
667,cucumber,95.23,13.5,15.0,2.895,0.0,0.25,0.6,0.0035,0.0175,141.5,0.62,0.025,0.002,1.525,0.0,0.135,38.5,3.0,0.0,0.0,,
669,cumin seed,8.06,375.0,931.0,44.24,0.0,66.36,10.5,14.04,3.279,1788.0,17.81,1.535,0.168,2.25,0.0,22.27,667.0,7.7,0.0,0.0,,
670,currant,19.21,283.0,86.0,74.08,0.0,3.26,6.8,0.047,0.18,892.0,4.08,0.028,0.008,67.28,0.0,0.27,4.0,4.7,0.0,0.0,,
671,curry leaf,92.06,40.0,21.0,6.18,1.0,0.5,3.4,0.35,0.06,123.0,2.07,0.36,0.35,0.23,0.0,0.81,1.0,0.4,0.0,0.0,,
672,curry paste,62.5308,113.3962,78.7799,25.4258,0.0,4.8671,2.8679,0.0823,0.3018,525.2956,3.7786,0.3876,2.2060503,2.678,0.0,0.9176,18.3648,62.6541,0.0,0.0302,curry paste,
673,curry powder,8.799999999999999,325.0,501.5,56.99,0.0,24.345,43.2,7.1665,2.8065,1356.5,13.475,1.9425,0.052,2.76,0.0,13.91,493.5,6.05,0.0,0.1061,curry powder,
674,curry sauce,88.4958,67.75335,34.8188,8.0244,0.0,1.33215,0.7055,1.2217,2.16135,173.07855,1.0229,0.415,0.34982045,1.8798,0.0635,4.0183,28.8864,3.28915,0.0,0.4633,curry sauce,
675,custard,83.834185,108.5,125.0,14.225,66.0,0.345,0.0,1.1315,0.321,179.5,4.53,1.816,0.086,8.025,0.0,3.75,137.5,0.05,0.6,0.0,,
676,custard powder,73.45,95.0,111.0,10.85,81.0,0.35,0.0,1.136,0.33,152.0,5.07,1.6,0.088,11.23,0.0,3.5,223.0,0.0,0.0,0.0,,
677,daikon,94.62,18.0,27.0,4.1,0.0,0.4,1.6,0.017,0.045,227.0,0.6,0.03,0.021,2.5,0.0,0.1,0.0,22.0,0.0,0.0,,
678,dal,74.28620000000001,102.2777,25.21655,14.59925,3.5,2.4628,5.25805,1.15105,0.3447,297.9226,5.9707,0.8765,0.19516215,2.22205,5e-05,2.5912,81.4561,4.4126,0.0,0.0016,dal,
679,dandelion greens,85.6,45.0,187.0,9.2,0.0,3.1,3.5,0.014,0.306,397.0,2.7,0.17,0.076,2.28,0.0,0.7,2719.5,35.0,0.0,0.0,,
680,dark chocolate,0.97,546.0,56.0,61.17,8.0,8.02,7.0,9.54,1.092,559.0,4.88,18.519,0.024,47.9,0.112,31.28,2.0,0.0,0.0,0.0815,dark chocolate,
682,dark chocolate covered peppermint confection,69.56089300000001,482.8,0.0,58.65,0.0,0.0,3.45,0.0,0.0,0.0,3.45,13.8,0.15525,41.4,0.0,24.15,0.0,0.0,0.0,0.0,,
683,dark corn syrup,22.009999999999998,287.2611201,9.0,76.06245603,0.0,0.185,0.0,0.0,0.0,22.0,0.0,0.0,0.13159792010000002,52.01893601,0.0,0.0,0.0,0.0,0.0,0.0,,
684,dark soy sauce,71.15,53.0,33.0,4.93,0.0,1.45,0.8,0.088,0.263,435.0,8.14,0.073,5.493,0.4,0.0,0.57,0.0,0.0,0.0,0.0,,
685,dark turkey meat,75.86,120.0,16.0,0.05,74.0,1.325,0.0,1.117,1.1595,256.0,19.67,1.297,0.122,0.05,0.026,4.25,6.5,0.0,0.15,0.0424,dark turkey meat,
686,date,20.53,282.0,39.0,75.03,0.0,1.02,8.0,0.036,0.019,656.0,2.45,0.032,0.002,63.35,0.0,0.39,5.0,0.4,0.0,0.0,,
691,dessert tofu,82.31,66.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.013,10.0,0.0,1.0,0.0,0.0,0.0,0.0,,
692,diced potatoes with onions,5.222508,91.95402299,0.0,21.83908046,0.0,0.0,2.298850575,0.0,0.0,0.0,2.298850575,0.0,0.1954022989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
694,dijon mustard,80.58370000000001,61.87345,70.7624,6.69555,0.0,1.6809,3.5249,2.12205,0.66395,148.79455,3.7748,0.182,1.8103442,1.86275,0.00435,3.1623,77.40615,1.64435,0.0,0.3933,dijon mustard,
695,dill pickle,94.34,15.0,33.0,3.265,0.0,0.395,1.1,0.004,0.0995,116.5,0.56,0.0635,1.0455,2.29,0.0,0.245,94.5,2.1,0.0,0.0,,
696,dill relish,94.34,6.0,28.5,1.205,0.0,0.13,0.5,0.0025,0.061,58.5,0.25,0.0395,1.2045,0.535,0.0,0.15,3.0,1.15,0.0,0.0,,
698,dinner roll,37.0,286.5,147.5,48.2,0.5,3.34,3.4,3.4055,1.158,124.0,8.5,1.625,0.5225,2.125,0.0,6.8,0.5,0.05,0.0,0.0,,
700,dried apple,31.759999999999998,243.0,14.0,65.89,0.0,1.4,8.7,0.013,0.093,450.0,0.93,0.052,0.087,57.19,0.0,0.32,0.0,3.9,0.0,0.0,,
701,dried apricot,30.89,250.0,0.0,62.5,0.0,0.0,7.5,0.0,0.0,0.0,2.5,0.0,0.0125,37.5,0.0,0.0,0.0,0.0,0.0,0.0,,
702,dried basil,10.35,242.0,2176.5,54.355,0.0,65.9,39.1,0.8455,1.333,3031.5,18.675,1.1985,0.055,1.71,0.0,4.025,4706.0,31.0,0.0,0.0646,dried basil,
703,dried bean,11.75,83.96947,30.53435,14.50382,0.0,0.763359,3.816794,0.1891,0.4542,223.7004,4.580153,1646.0,0.1984733,0.763359,0.0,0.763359,0.3432,0.763359,0.0,0.0,,
704,dried black bean,11.020000000000001,325.0,46.0,59.9,3.0,3.71,3.0,1.91,0.5,605.0,11.73,2.32,6.722,3.77,0.0,5.09,78.0,35.3,0.0,0.0,,
705,dried blueberries,31.402438999999998,308.0,9.5,82.58,0.0,0.46,5.5,0.248,0.42,44.5,0.12,0.0955,0.004,68.78,0.0,1.23,1.0,0.2,0.0,0.0,,
706,dried cherry,16.6,333.0,38.0,80.45,0.0,0.68,2.5,0.177,0.194,376.0,1.25,0.146,0.013,67.15,0.0,0.73,141.0,19.3,0.0,0.0,,
707,dried chili pepper,7.1499999999999995,387.0,1184.0,49.0,69.0,0.3,0.0,1.669,0.215,1592.0,34.3,3.598,0.517,49.0,0.0,5.78,49.0,5.7,0.5,0.0,,
708,dried chive,10.0,438.0,204.0,60.52,23.0,0.5,1.0,6.868,0.983,428.0,7.68,8.44,3.202,10.26,0.0,18.33,56.0,0.9,0.0,0.0,,
709,dried cranberries,15.790000000000001,308.0,9.5,82.58,0.0,0.46,5.5,0.248,0.42,44.5,0.12,0.0955,0.004,68.78,0.0,1.23,1.0,0.2,0.0,0.0156,dried cranberries,
710,dried currant,19.21,283.0,86.0,74.08,0.0,3.26,6.8,0.047,0.18,892.0,4.08,0.028,0.008,67.28,0.0,0.27,38.5,4.7,0.0,0.0,,
711,dried dill,7.3,253.0,1784.0,55.82,0.0,48.78,13.6,0.0,0.0,3307.99995,19.96,0.234,0.208,0.0,0.0,4.36,3071.5,50.0,0.0,0.0,,
712,dried fig,30.049999999999997,249.0,162.0,63.87,0.0,2.03,9.8,0.159,0.345,680.0,3.3,0.144,0.01,47.92,0.0,0.93,5.0,1.2,0.0,0.0,,
713,dried italian dressing,12.529000000000002,280.5824,1523.0403,61.4133,0.0,50.6111,38.5854,1.3489,2.6526,1533.8571,11.2637,3.0146,0.043443199999999994,3.5221,0.0,8.8358,531.0806,39.0213,0.0,0.0,,
715,dried mango,16.6,347.627797,0.0,85.14615052,0.0,0.115,2.375798731,0.2195,0.111,139.5,2.400798732,0.1435,0.14566893020000002,70.7605594,0.0,0.59,151.0798732,42.31437716,0.0,0.0,,
717,dried mint,11.3,285.0,1488.0,52.04,0.0,87.47,29.8,0.21,3.257,1924.0,19.93,1.577,0.344,0.0,0.0,6.03,529.0,0.0,0.0,0.0,,
719,dried mustard,5.27,508.0,266.0,28.09,0.0,7.36,9.0,20.374,9.505,587.0,22.13,1.831,1.107,3.95,0.0,36.24,2.0,7.1,0.0,0.0,,
720,dried onion,3.93,349.0,257.0,83.28,0.0,1.55,9.2,0.064,0.18,1622.0,8.95,0.078,0.021,37.41,0.0,0.46,1.0,75.0,0.0,0.0,,
721,dried oregano,9.93,265.0,1597.0,68.92,0.0,36.8,42.5,0.716,1.369,1260.0,9.0,1.551,0.025,4.09,0.0,4.28,85.0,2.3,0.0,0.1764,dried oregano,
722,dried papaya,88.813277,258.0,159.0,64.97,0.0,0.66,11.9,0.252,0.205,1702.0,4.04,0.285,0.02,39.07,0.0,0.93,1094.0,81.9,0.0,0.0,,
723,dried parsley,5.89,284.0,1304.0,51.15,0.0,59.95,28.55,2.004,1.791,3244.0,24.525,0.7465,0.452,7.27,0.0,4.955,5140.5,123.5,0.0,0.195,dried parsley,
724,dried peach,31.8,239.0,28.0,61.33,0.0,4.06,8.2,0.278,0.367,996.0,3.61,0.082,0.007,41.74,0.0,0.76,1135.5,4.8,0.0,0.0,,
725,dried pear,26.69,262.0,34.0,69.7,0.0,2.1,7.5,0.132,0.148,533.0,1.87,0.035,0.006,62.2,0.0,0.63,1.5,3.5,0.0,0.0,,
726,dried pineapple,25.3439,350.0,50.0,85.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.025,50.0,0.0,0.0,0.8836,14.0787,0.0,0.0,,
727,dried rosemary,9.31,331.0,1280.0,64.06,0.0,29.25,42.6,3.014,2.339,955.0,4.88,7.371,0.05,0.0,0.0,15.22,1642.0,61.2,0.0,0.0,,
728,dried sage,2.5,280.5824,1523.0403,61.4133,0.0,50.6111,38.5854,1.3489,2.6526,1533.8571,11.2637,3.0146,0.043443199999999994,3.5221,0.0,8.8358,531.0806,39.0213,0.0,0.0,,
729,dried savory,9.0,272.0,2132.0001,68.73,0.0,37.88,45.7,0.0,0.0,1051.0,6.73,3.26,0.024,0.0,0.0,5.91,257.0,50.0,0.0,0.0,,
730,dried shiitake mushroom,9.5,273.0,5.5,75.185,0.0,0.86,5.75,0.1585,0.0755,767.0,4.79,0.1125,0.0065,1.105,0.0,0.495,0.0,3.5,0.0,0.0,,
731,dried sour cherry,0.017,308.0,10.0,82.36,0.0,0.53,5.7,0.198,0.658,40.0,0.07,103.0,0.003,65.0,0.003,1.37,2.0,0.2,0.0,0.0,,
732,dried strawberries,0.017,30.0,0.0,73.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,7.8e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
733,dried tarragon,7.739999999999999,295.0,1139.00005,50.22,0.0,32.3,7.4,0.474,3.698,3020.00005,22.77,1.881,0.062,0.0,0.0,7.24,2205.0,50.0,0.0,0.0,,
734,dried thyme,7.79,276.0,1890.0,63.94,0.0,123.6,37.0,0.47,1.19,814.0,9.11,2.73,0.055,1.71,0.0,7.43,3800.0,50.0,0.0,0.0,,
737,dried yeast,5.08,295.0,64.0,38.2,0.0,16.6,21.0,2.562,0.01,2000.0,38.3,0.595,0.05,0.0,0.0,4.6,0.0,0.3,0.0,0.0,,
738,dry buttermilk,92.3246935,387.0,1184.0,49.0,69.0,0.3,0.0,1.669,0.215,1592.0,34.3,3.598,0.517,49.0,0.0,5.78,175.0,5.7,0.0,0.0,,
743,duck sauce,37.44,240.0,8.5,41.955,13.0,0.245,0.35,3.313,0.8895,103.5,0.4,2.2535,0.2285,24.945,0.0,6.785,38.0,11.9,11.0,0.0,,
744,dulce de leche,28.71,315.3947368,257.0789474,55.30657895,14.5,0.085,0.0,0.0,0.0,178.9473684,7.367368421,4.898578948,0.1829210526,52.50157895,0.182,7.622368421,37.0,1.3,1.3,0.0643,dulce de leche,
747,edam cheese,41.56,357.0,731.0,1.43,89.0,0.44,0.0,8.125,0.665,188.0,24.99,17.572,0.965,1.43,0.0,27.8,825.0,0.0,26.6,0.0388,,
748,edamame,75.17,109.0,60.0,7.61,0.0,2.11,4.8,0.0,0.0,482.0,11.22,0.0,0.006,2.48,0.0,4.73,0.0,9.7,0.0,0.0,,
749,egg,76.14999999999999,145.0,54.5,0.745,237.0,1.79,0.0,3.734,1.6375,136.0,12.57,3.1125,0.141,0.57,0.019,9.725,323.5,0.0,0.0,0.037,egg,
750,egg noodle,9.01,384.0,35.0,71.27,0.0,4.01,3.3,1.252,1.331,244.0,14.16,1.18,0.021,1.88,0.061,4.44,17.0,0.0,0.0,0.0093,egg noodle,
751,egg substitute,87.0,48.59016394,52.89344263,1.819672131,0.0,1.809672131,0.0,0.0,0.0,184.3688525,9.918032787,0.0,0.19376229509999998,1.0,0.0,0.0,0.0,609.2540985,0.25,0.037,,
752,egg white,87.57000000000001,52.0,7.0,0.73,0.0,0.08,0.0,0.0,0.0,163.0,10.9,0.0,0.166,0.71,0.0,0.0,0.0,0.0,0.0,0.0,,
753,egg white substitute,87.57000000000001,52.0,7.0,0.73,0.0,0.08,0.0,0.0,0.0,163.0,10.9,0.0,0.166,0.71,0.0,0.17,0.0,0.0,0.0,0.0,,
754,egg yolk,52.31,322.0,129.0,3.59,691.5,2.73,0.0,11.738,4.204,109.0,15.86,9.551,0.048,0.56,0.0,28.8,0.0,530.5,0.0,0.037,,
755,eggnog,82.54,135.0,130.0,13.54,59.0,0.2,0.0,2.233,0.339,165.0,3.81,4.443,0.054,8.41,0.0,7.48,160.0,1.5,0.0,0.0,,
756,eggplant,92.30000000000001,24.5,9.0,5.79,0.0,0.235,3.2,0.016,0.076,229.5,0.995,0.034,0.002,2.94,0.0,0.185,14.0,2.2,0.0,0.0,,
757,elbow pasta,9.9,460.0722971,0.0,92.01445942,0.0,4.381640925,4.381640925,0.0,0.0,0.0,15.33574324,0.0,0.0,4.381640925,0.0,2.190820462,0.0,0.0,0.0,0.0,,
758,elderberry flower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
759,elderflower cordial,92.730678,108.0,0.0,26.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.01,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,
760,emmental cheese,37.019999999999996,350.0,651.0,4.71,83.0,0.51,0.0,7.664,0.956,187.0,22.21,16.609,0.955,3.54,0.0,26.91,795.0,0.0,0.0,0.0388,,
761,enchilada sauce,87.1,32.5,0.0,6.665,0.0,0.3,1.683333334,0.0,0.0,0.0,0.835,0.0,0.7418333334,3.335,0.0,0.416666667,0.0,1.0,0.0,0.0,,
762,endive,94.52000000000001,17.0,35.5,3.675,0.0,0.535,3.1,0.003,0.0655,262.5,1.075,0.036,0.012,0.0,0.0,0.15,1084.0,4.65,0.0,0.0,,
765,enoki mushroom,88.34,41.0,5.0,7.905,0.0,1.075,2.85,0.0,0.0,384.5,2.33,0.01,0.0015,1.11,0.0,0.145,0.0,6.0,0.0,0.0,,
768,evaporated milk,74.03999999999999,133.6666667,263.8333334,10.02,18.83333333,0.095,0.0,0.0,0.0,301.5,6.738333334,4.7955,0.103,10.02,0.0,7.113333334,32.5,0.0,0.0,0.0,,
769,extra lean ground beef,74.75,121.0,8.0,0.0,29.0,2.44,0.0,1.134,0.222,357.0,21.98,1.48,0.066,0.0,0.092,3.0,4.0,0.0,0.0,0.0239,extra lean ground beef,
771,extra virgin olive oil,0.0,884.0,0.5,0.0,0.0,0.55,0.0,72.961,10.523,1.0,0.0,13.808,0.002,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,
772,farfalle pasta,9.9,361.8698096,10.5,74.37266002,0.0,3.413698096,3.363698096,0.0,0.0,111.5,12.69294333,0.1385,0.003,2.216849048,0.0,1.636849048,0.0,0.0,0.0,0.0093,farfalle pasta,
773,fava bean,10.979999999999999,341.0,103.0,58.29,0.0,6.7,25.0,0.303,0.627,1062.0,26.12,0.254,0.013,5.7,0.0,1.53,3.0,1.4,0.0,0.0,,
774,feijoa,83.28,49.0,17.0,10.63,0.0,0.08,0.0,0.0,0.0,155.0,1.24,0.0,0.003,0.0,0.0,0.78,0.0,20.3,0.0,0.0,,
775,fennel bulb,90.21000000000001,22.5,44.5,5.135,0.0,0.465,2.35,0.05,0.125,337.0,0.965,0.0665,0.066,2.88,0.0,0.185,248.5,7.55,0.0,0.0,,
776,fennel seed,8.81,345.0,1196.0,52.29,0.0,18.54,39.8,9.91,1.69,1694.00005,15.8,0.48,0.088,0.0,0.0,14.87,71.0,21.0,0.0,0.0,,
777,fenugreek seed,8.84,323.0,176.0,58.35,0.0,33.53,24.6,0.0,0.0,770.0,23.0,1.46,0.067,0.0,0.0,6.41,31.5,3.0,0.0,0.0,,
778,feta cheese,55.2,264.0,493.0,4.09,44.5,0.65,0.0,4.623,0.591,62.0,14.21,14.946,1.0165,4.09,0.0,21.28,273.5,0.0,0.0,0.0388,,
780,fettuccine pasta,9.9,364.0714286,10.5,74.835,0.0,3.435714286,3.385714286,0.0,0.0,111.5,12.77,0.1385,0.003,2.227857143,0.0,1.647857143,0.0,0.0,0.0,0.0,,
782,fiber supplement,4.1000000000000005,375.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
784,fig,79.11,74.0,35.0,19.18,0.0,0.37,2.9,0.066,0.144,232.0,0.75,0.06,0.001,16.26,0.0,0.3,74.5,2.0,0.0,0.0,,
785,fig jam,30.470000000000002,278.0,20.0,68.86,0.0,0.49,1.1,0.038,0.0,77.0,0.37,0.01,0.032,48.5,0.0,0.07,0.0,8.8,0.0,0.0,,
786,fingerling potato,76.98,84.67647059,2.5,18.88852941,0.0,0.743235294,1.488235294,0.0,0.0,189.5,2.111470588,0.013,0.0049411764710000005,0.455,0.0,0.05,0.0,17.0882353,0.0,0.0,,
788,fish,78.08,96.0,10.0,0.0,0.0,0.56,0.0,0.498,0.363,302.0,20.08,0.585,0.052,0.0,0.0,1.7,0.0,0.0,0.0,0.0316,fish,
791,fish fillet,77.55,85.0,15.0,0.0,34.53846154,1.13,0.0,0.121,0.165,416.0,18.5,0.188,0.088,0.0,0.0,0.7,54.0,0.0,0.0,0.0,,
792,fish oil,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.33333333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.763,,
793,fish sauce,71.07,35.0,43.0,3.64,0.0,0.78,0.0,0.002,0.003,288.0,5.06,0.003,7.7855,3.64,0.0,0.01,8.0,0.5,0.0,0.0,,
794,fish stock,96.6,16.5,3.0,0.0,0.5,0.01,0.0,0.236,0.138,144.0,2.26,0.203,0.156,0.0,0.0,0.81,4.0,0.1,0.0,0.0,,
796,flaxseed,6.959999999999999,534.0,255.0,28.88,0.0,5.73,27.3,7.527,28.73,813.0,18.29,3.663,0.03,1.55,0.0,42.16,0.0,0.6,0.0,22.813,,
797,flaxseed oil,0.0,884.16225,0.0,0.0,0.0,0.0,0.0,41.7496,47.07615,0.0,0.0,8.38385,0.0,0.0,0.1976,99.0,0.0,0.0,0.0,8.419,flaxseed oil,
799,fontina cheese,37.92,355.2142857,721.4285714,0.775,58.0,0.115,0.0,4.3435,0.827,32.0,27.08571429,18.52657143,0.6857142857,0.775,0.0,29.85571428,666.2142855,0.0,0.0,0.0388,,
800,food coloring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
801,french bread,33.0,269.3333334,26.0,52.60666667,0.0,1.955,1.1,0.0,0.0,58.5,9.819444445,0.2645,0.301,2.31,0.0025,1.21,0.0,0.0,0.0,0.0113,french bread,
802,french dressing,36.559999999999995,457.0,24.0,15.58,0.0,0.8,0.0,8.433,21.029,67.0,0.77,5.648,0.836,15.95,0.0,44.81,23.0,3.6,0.0,0.0,,
803,french fried onions,32.9,356.0,21.0,40.72,0.0,0.71,2.6,4.217,9.83,142.0,4.89,3.415,0.692,4.68,0.183,19.28,1.0,0.0,0.0,0.4593,french fried onions,
804,french fries,38.550000000000004,176.3698097,0.0,21.16437716,0.0,0.0,0.0,0.0,0.0,0.0,2.351597463,0.0,0.0,0.0,0.0,9.40638985,0.0,0.0,0.0,0.0,,
806,french onion soup,73.6275,144.83235,131.1668,13.83605,8.6355,0.8493,0.93095,2.69675,0.56885,146.77925,6.30575,3.04425,0.30943380000000004,1.65245,0.07355,6.83505,86.7791,1.29725,0.0,0.0415,french onion soup,
807,french vanilla coffee creamer,50.06,224.0784321,3.0,33.96473868,0.0,0.295,0.55,2.001,3.1345,163.0081708,0.345,1.3175,0.0335,32.94973868,0.0,10.03594774,0.0,0.0,0.0,0.0,,
808,french vanilla coffee creamer powder,3.44,500.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666667,0.125,58.33333333,0.0,20.83333333,0.0,0.0,0.0,0.0,,
809,french vanilla coffee mix,4.1000000000000005,389.24,0.0,89.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,,
810,french vanilla ice cream,51.4957,208.9552239,119.4029851,23.88059701,82.08955224,0.0,0.0,0.0,0.0,0.0,2.985074627,7.462686567,0.08208955224,19.40298507,0.0,10.44776119,447.761194,1.492537313,0.0,0.0,,
811,french vanilla pudding mix,2.6,350.0,143.0,84.66,0.0,0.38,0.8,0.116,0.433,30.0,0.81,0.099,3.75,0.9,0.0,0.9,0.0,0.0,0.0,0.0,,
812,french vanilla shake powder,3.44,148.0,115.0,19.59,23.0,0.46,0.9,1.785,0.316,166.0,3.37,3.962,0.081,13.63,0.0,6.52,304.0,0.0,0.041,0.0,,
813,french vanilla yogurt,85.1,99.0,138.0,18.64,0.0,0.06,0.0,0.316,0.033,177.0,3.98,0.742,0.053,18.64,0.0,1.15,40.0,0.6,0.3,0.0,,
814,fresh basil,92.06,25.0,165.5,3.495,0.0,3.17,2.75,0.088,0.389,378.5,2.845,0.041,0.004,0.3,0.0,0.625,2769.5,18.0,0.0,0.0,,
815,fresh chive,90.7,30.0,92.0,4.35,0.0,1.6,2.5,0.095,0.267,296.0,3.27,0.146,0.003,1.85,0.0,0.73,218.0,58.1,0.0,0.0,,
816,fresh cilantro,92.21000000000001,23.0,67.0,3.67,0.0,1.77,2.8,0.275,0.04,521.0,2.13,0.014,0.046,0.87,0.0,0.52,3542.5,27.0,0.0,0.0,,
817,fresh curd,87.9,100.0,70.0,3.45,14.0,0.18,0.0,1.194,0.129,99.0,11.75,2.658,0.371,1.3,0.0,4.2,150.0,0.0,0.0,0.0,,
818,fresh dill,85.95,43.0,208.0,7.02,0.0,6.59,2.1,0.802,0.095,738.0,3.46,0.06,0.061,0.0,0.0,1.12,4052.0,85.0,0.0,0.0,,
820,fresh galangal,75.85638900000001,33.81,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
821,fresh herbs,92.06,23.0,177.0,2.65,0.0,3.17,1.6,0.088,0.389,295.0,3.15,0.041,0.004,0.3,0.0,0.64,264.0,18.0,0.0,0.0,,
822,fresh mint,85.55,44.0,199.0,8.41,0.0,11.87,6.8,0.025,0.394,458.0,3.29,0.191,0.03,0.0,0.0,0.73,203.0,13.3,0.0,0.0,,
824,fresh okra,89.58,166.0,20.0,41.0,0.0,0.91,0.0,0.015,0.108,448.0,0.51,0.06,0.025,38.83,0.0,0.37,0.0,88.9,0.0,0.0,,
825,fresh oregano,9.93,179.0,13.0,44.37,0.0,0.36,42.5,0.013,0.092,74.0,0.65,103.0,0.007,44.07,0.0,0.31,1.0,83.1,0.0,0.0,,
